time,type,price,size
2024-11-24 23:00:00.029679,TRADE,6006.0,628
2024-11-24 23:00:00.049092,TRADE,6006.25,5
2024-11-24 23:00:00.049111,TRADE,6006.5,3
2024-11-24 23:00:00.056166,TRADE,6006.5,29
2024-11-24 23:00:00.059593,TRADE,6006.75,6
2024-11-24 23:00:00.059593,TRADE,6007.0,9
2024-11-24 23:00:00.059648,TRADE,6007.0,1
2024-11-24 23:00:00.059681,TRADE,6007.0,4
2024-11-24 23:00:00.062702,TRADE,6006.25,1
2024-11-24 23:00:00.064417,TRADE,6006.75,1
2024-11-24 23:00:00.064417,TRADE,6007.0,2
2024-11-24 23:00:00.064417,TRADE,6007.25,5
2024-11-24 23:00:00.064778,TRADE,6006.0,2
2024-11-24 23:00:00.065975,TRADE,6006.25,1
2024-11-24 23:00:00.065975,TRADE,6006.0,1
2024-11-24 23:00:00.068923,TRADE,6007.25,2
2024-11-24 23:00:00.068923,TRADE,6007.5,23
2024-11-24 23:00:00.069869,TRADE,6006.25,1
2024-11-24 23:00:00.069869,TRADE,6007.5,1
2024-11-24 23:00:00.071034,TRADE,6007.0,1
2024-11-24 23:00:00.071671,TRADE,6007.5,2
2024-11-24 23:00:00.072204,TRADE,6007.5,5
2024-11-24 23:00:00.075797,TRADE,6007.5,2
2024-11-24 23:00:00.076615,TRADE,6007.25,4
2024-11-24 23:00:00.079092,TRADE,6007.0,1
2024-11-24 23:00:00.082529,TRADE,6007.0,1
2024-11-24 23:00:00.083945,TRADE,6007.5,1
2024-11-24 23:00:00.088349,TRADE,6007.0,3
2024-11-24 23:00:00.089625,TRADE,6006.75,6
2024-11-24 23:00:00.092381,TRADE,6006.5,4
2024-11-24 23:00:00.093835,TRADE,6006.25,1
2024-11-24 23:00:00.094473,TRADE,6006.25,2
2024-11-24 23:00:00.119753,TRADE,6006.0,1
2024-11-24 23:00:00.120763,TRADE,6006.25,6
2024-11-24 23:00:00.121346,TRADE,6006.25,4
2024-11-24 23:00:00.122128,TRADE,6006.25,5
2024-11-24 23:00:00.125460,TRADE,6006.75,1
2024-11-24 23:00:00.130901,TRADE,6006.25,2
2024-11-24 23:00:00.130901,TRADE,6006.0,1
2024-11-24 23:00:00.131343,TRADE,6006.0,3
2024-11-24 23:00:00.131883,TRADE,6006.0,3
2024-11-24 23:00:00.132441,TRADE,6006.0,3
2024-11-24 23:00:00.144431,TRADE,6006.25,1
2024-11-24 23:00:00.148842,TRADE,6006.75,1
2024-11-24 23:00:00.148842,TRADE,6007.0,1
2024-11-24 23:00:00.148842,TRADE,6007.25,3
2024-11-24 23:00:00.151307,TRADE,6007.25,1
2024-11-24 23:00:00.152018,TRADE,6007.25,1
2024-11-24 23:00:00.159099,TRADE,6007.5,2
2024-11-24 23:00:00.162804,TRADE,6006.25,1
2024-11-24 23:00:00.167280,TRADE,6007.25,1
2024-11-24 23:00:00.184999,TRADE,6007.25,1
2024-11-24 23:00:00.184999,TRADE,6007.5,14
2024-11-24 23:00:00.185490,TRADE,6007.5,1
2024-11-24 23:00:00.186443,TRADE,6007.5,20
2024-11-24 23:00:00.188337,TRADE,6006.75,1
