time,type,price,size
2024-10-24 00:00:00.001750,TRADE,5842.75,5
2024-10-24 00:00:00.001958,TRADE,5842.75,1
2024-10-24 00:00:00.075582,TRADE,5842.5,5
2024-10-24 00:00:00.075679,TRADE,5842.5,2
2024-10-24 00:00:00.075679,TRADE,5842.5,3
2024-10-24 00:00:00.212971,TRADE,5842.5,1
2024-10-24 00:00:00.243280,TRADE,5842.5,1
2024-10-24 00:00:00.268922,TRADE,5842.5,4
2024-10-24 00:00:00.269040,TRADE,5842.5,2
2024-10-24 00:00:00.301404,TRADE,5842.75,4
2024-10-24 00:00:00.301627,TRADE,5842.75,6
2024-10-24 00:00:00.602282,TRADE,5842.75,2
2024-10-24 00:00:00.602367,TRADE,5842.75,4
2024-10-24 00:00:00.602419,TRADE,5842.75,1
2024-10-24 00:00:00.666126,TRADE,5842.75,4
2024-10-24 00:00:01.531034,TRADE,5842.5,2
2024-10-24 00:00:01.531210,TRADE,5842.5,1
2024-10-24 00:00:01.531302,TRADE,5842.5,4
2024-10-24 00:00:01.560483,TRADE,5842.5,2
2024-10-24 00:00:01.560712,TRADE,5842.5,4
2024-10-24 00:00:03.355780,TRADE,5842.75,6
2024-10-24 00:00:03.355983,TRADE,5842.75,3
2024-10-24 00:00:03.358920,TRADE,5842.75,1
2024-10-24 00:00:04.965903,TRADE,5842.75,3
2024-10-24 00:00:04.966101,TRADE,5842.75,1
2024-10-24 00:00:04.966150,TRADE,5842.75,1
2024-10-24 00:00:06.899756,TRADE,5842.75,1
2024-10-24 00:00:07.010930,TRADE,5842.75,1
2024-10-24 00:00:07.124966,TRADE,5842.75,1
2024-10-24 00:00:07.147601,TRADE,5842.75,2
2024-10-24 00:00:07.147812,TRADE,5842.75,1
2024-10-24 00:00:07.440829,TRADE,5842.75,1
2024-10-24 00:00:08.485441,TRADE,5843.0,2
2024-10-24 00:00:08.485707,TRADE,5843.0,9
2024-10-24 00:00:08.658911,TRADE,5843.0,1
2024-10-24 00:00:08.659095,TRADE,5843.0,1
2024-10-24 00:00:10.380525,TRADE,5843.0,1
2024-10-24 00:00:12.759023,TRADE,5843.0,1
2024-10-24 00:00:16.683565,TRADE,5842.75,5
2024-10-24 00:00:17.249851,TRADE,5842.75,1
2024-10-24 00:00:17.250089,TRADE,5842.75,4
2024-10-24 00:00:17.250127,TRADE,5842.75,1
2024-10-24 00:00:21.979142,TRADE,5842.75,1
2024-10-24 00:00:22.517037,TRADE,5842.75,2
2024-10-24 00:00:22.517241,TRADE,5842.75,1
2024-10-24 00:00:23.577902,TRADE,5842.75,1
2024-10-24 00:00:28.862517,TRADE,5842.75,1
2024-10-24 00:00:30.360775,TRADE,5842.75,1
2024-10-24 00:00:38.077400,TRADE,5842.75,1
2024-10-24 00:00:38.377257,TRADE,5842.5,2
2024-10-24 00:00:38.377570,TRADE,5842.5,1
2024-10-24 00:00:39.634026,TRADE,5842.5,2
2024-10-24 00:00:39.671272,TRADE,5842.5,2
2024-10-24 00:00:45.672969,TRADE,5842.5,1
2024-10-24 00:00:45.862161,TRADE,5842.5,3
2024-10-24 00:00:45.862272,TRADE,5842.5,1
2024-10-24 00:00:46.109582,TRADE,5842.5,1
2024-10-24 00:00:46.787833,TRADE,5842.5,1
2024-10-24 00:00:49.862370,TRADE,5842.5,1
2024-10-24 00:00:52.013097,TRADE,5842.5,1
2024-10-24 00:00:52.449138,TRADE,5842.5,2
2024-10-24 00:00:52.449516,TRADE,5842.5,2
2024-10-24 00:00:52.449704,TRADE,5842.5,1
2024-10-24 00:00:52.450888,TRADE,5842.5,1
2024-10-24 00:00:52.450945,TRADE,5842.5,2
2024-10-24 00:00:53.650818,TRADE,5842.5,1
2024-10-24 00:00:58.862138,TRADE,5842.5,1
2024-10-24 00:01:02.016812,TRADE,5842.5,7
2024-10-24 00:01:03.754156,TRADE,5842.5,1
2024-10-24 00:01:03.754321,TRADE,5842.5,1
2024-10-24 00:01:03.754408,TRADE,5842.5,7
2024-10-24 00:01:08.863107,TRADE,5842.25,2
2024-10-24 00:01:08.863225,TRADE,5842.25,1
2024-10-24 00:01:08.863225,TRADE,5842.25,1
2024-10-24 00:01:08.863225,TRADE,5842.25,1
2024-10-24 00:01:08.863225,TRADE,5842.25,2
2024-10-24 00:01:08.863282,TRADE,5842.25,1
2024-10-24 00:01:10.165797,TRADE,5842.25,2
2024-10-24 00:01:10.165821,TRADE,5842.25,2
2024-10-24 00:01:10.395381,TRADE,5842.25,2
2024-10-24 00:01:12.152510,TRADE,5842.25,1
2024-10-24 00:01:14.321032,TRADE,5842.25,2
2024-10-24 00:01:15.826842,TRADE,5842.25,2
2024-10-24 00:01:20.136939,TRADE,5842.5,1
2024-10-24 00:01:20.137233,TRADE,5842.5,1
2024-10-24 00:01:20.139531,TRADE,5842.5,4
2024-10-24 00:01:20.140220,TRADE,5842.5,2
2024-10-24 00:01:22.245224,TRADE,5842.75,2
2024-10-24 00:01:22.245426,TRADE,5842.75,6
2024-10-24 00:01:22.604581,TRADE,5842.75,1
2024-10-24 00:01:24.047789,TRADE,5842.75,9
2024-10-24 00:01:24.514116,TRADE,5842.75,3
2024-10-24 00:01:24.514167,TRADE,5842.75,1
2024-10-24 00:01:26.120935,TRADE,5842.75,2
2024-10-24 00:01:26.121138,TRADE,5842.75,1
2024-10-24 00:01:27.446101,TRADE,5842.75,1
2024-10-24 00:01:28.815129,TRADE,5842.75,3
2024-10-24 00:01:28.815155,TRADE,5842.75,1
2024-10-24 00:01:30.718345,TRADE,5842.75,1
2024-10-24 00:01:39.963658,TRADE,5842.5,5
2024-10-24 00:01:40.889009,TRADE,5842.5,1
2024-10-24 00:01:40.889174,TRADE,5842.5,1
2024-10-24 00:01:42.118718,TRADE,5842.5,1
2024-10-24 00:01:42.119057,TRADE,5842.5,1
2024-10-24 00:01:48.779246,TRADE,5842.5,2
2024-10-24 00:01:48.779275,TRADE,5842.5,1
2024-10-24 00:01:54.226028,TRADE,5842.5,1
2024-10-24 00:01:56.853525,TRADE,5842.5,1
2024-10-24 00:01:58.100558,TRADE,5842.5,2
2024-10-24 00:01:59.374264,TRADE,5842.5,1
2024-10-24 00:01:59.374557,TRADE,5842.5,1
2024-10-24 00:01:59.964123,TRADE,5842.5,1
2024-10-24 00:02:05.085008,TRADE,5842.5,1
2024-10-24 00:02:08.370345,TRADE,5842.25,4
2024-10-24 00:02:08.370762,TRADE,5842.25,1
2024-10-24 00:02:08.370934,TRADE,5842.25,1
2024-10-24 00:02:10.155779,TRADE,5842.25,2
2024-10-24 00:02:10.178802,TRADE,5842.0,1
2024-10-24 00:02:10.179808,TRADE,5842.0,1
2024-10-24 00:02:10.179808,TRADE,5842.0,2
2024-10-24 00:02:10.179853,TRADE,5842.0,2
2024-10-24 00:02:10.180045,TRADE,5842.0,5
2024-10-24 00:02:12.122805,TRADE,5841.75,2
2024-10-24 00:02:12.122817,TRADE,5841.75,3
2024-10-24 00:02:12.122817,TRADE,5841.75,1
2024-10-24 00:02:14.972788,TRADE,5842.0,2
2024-10-24 00:02:14.973038,TRADE,5842.0,1
2024-10-24 00:02:17.202767,TRADE,5842.25,1
2024-10-24 00:02:17.202882,TRADE,5842.25,2
2024-10-24 00:02:17.202882,TRADE,5842.25,2
2024-10-24 00:02:17.202882,TRADE,5842.25,1
2024-10-24 00:02:18.848852,TRADE,5842.25,1
2024-10-24 00:02:24.952815,TRADE,5842.5,11
2024-10-24 00:02:26.088404,TRADE,5842.75,2
2024-10-24 00:02:26.088418,TRADE,5842.75,3
2024-10-24 00:02:26.088978,TRADE,5842.75,2
2024-10-24 00:02:26.089177,TRADE,5842.75,1
2024-10-24 00:02:26.089419,TRADE,5842.75,3
2024-10-24 00:02:26.089599,TRADE,5842.75,1
2024-10-24 00:02:26.089982,TRADE,5842.75,1
2024-10-24 00:02:26.925744,TRADE,5842.5,3
2024-10-24 00:02:27.988344,TRADE,5842.5,1
2024-10-24 00:02:28.524635,TRADE,5842.75,2
2024-10-24 00:02:28.524814,TRADE,5842.75,1
2024-10-24 00:02:28.526607,TRADE,5842.75,1
2024-10-24 00:02:29.805662,TRADE,5842.75,2
2024-10-24 00:02:37.461010,TRADE,5843.0,1
2024-10-24 00:02:37.461022,TRADE,5843.0,1
2024-10-24 00:02:37.461277,TRADE,5843.0,11
2024-10-24 00:02:37.461356,TRADE,5843.0,1
2024-10-24 00:02:37.461412,TRADE,5843.0,3
2024-10-24 00:02:37.461711,TRADE,5843.0,1
2024-10-24 00:02:37.683607,TRADE,5843.0,1
2024-10-24 00:02:37.683660,TRADE,5843.0,2
2024-10-24 00:02:37.683712,TRADE,5843.0,3
2024-10-24 00:02:37.683885,TRADE,5843.0,1
2024-10-24 00:02:37.683947,TRADE,5843.0,1
2024-10-24 00:02:37.683947,TRADE,5843.0,1
2024-10-24 00:02:37.683998,TRADE,5843.0,1
2024-10-24 00:02:37.684173,TRADE,5843.0,1
2024-10-24 00:02:40.704312,TRADE,5843.0,2
2024-10-24 00:02:42.103034,TRADE,5843.0,2
2024-10-24 00:02:43.854856,TRADE,5842.75,16
2024-10-24 00:02:44.039951,TRADE,5842.75,7
2024-10-24 00:02:45.414330,TRADE,5842.5,1
2024-10-24 00:02:50.831092,TRADE,5842.5,3
2024-10-24 00:02:50.831208,TRADE,5842.5,2
2024-10-24 00:02:50.831208,TRADE,5842.5,3
2024-10-24 00:02:50.831261,TRADE,5842.5,1
2024-10-24 00:02:50.831533,TRADE,5842.5,1
2024-10-24 00:02:50.831767,TRADE,5842.5,3
2024-10-24 00:02:50.831912,TRADE,5842.5,1
2024-10-24 00:02:50.838335,TRADE,5842.5,1
2024-10-24 00:02:50.838543,TRADE,5842.5,1
2024-10-24 00:02:54.196074,TRADE,5842.5,1
2024-10-24 00:02:54.196292,TRADE,5842.5,2
2024-10-24 00:03:00.340263,TRADE,5842.5,2
2024-10-24 00:03:00.567799,TRADE,5842.5,1
2024-10-24 00:03:00.567846,TRADE,5842.5,1
2024-10-24 00:03:01.642888,TRADE,5842.5,2
2024-10-24 00:03:02.296872,TRADE,5842.75,1
2024-10-24 00:03:02.296918,TRADE,5842.75,2
2024-10-24 00:03:02.296918,TRADE,5842.75,2
2024-10-24 00:03:02.296994,TRADE,5842.75,3
2024-10-24 00:03:02.297110,TRADE,5842.75,3
