time,type,price,size
2024-12-08 23:00:00.027204,TRADE,6096.25,125
2024-12-08 23:00:00.036548,TRADE,6096.25,8
2024-12-08 23:00:00.038102,TRADE,6096.25,1
2024-12-08 23:00:00.039197,TRADE,6096.5,4
2024-12-08 23:00:00.049106,TRADE,6096.5,1
2024-12-08 23:00:00.050692,TRADE,6096.5,1
2024-12-08 23:00:00.055981,TRADE,6096.0,3
2024-12-08 23:00:00.056641,TRADE,6096.5,3
2024-12-08 23:00:00.057183,TRADE,6096.0,1
2024-12-08 23:00:00.062884,TRADE,6096.5,2
2024-12-08 23:00:00.066565,TRADE,6096.75,2
2024-12-08 23:00:00.068322,TRADE,6096.75,1
2024-12-08 23:00:00.069891,TRADE,6096.75,2
2024-12-08 23:00:00.085568,TRADE,6096.75,2
2024-12-08 23:00:00.094840,TRADE,6096.75,2
2024-12-08 23:00:00.119764,TRADE,6096.75,1
2024-12-08 23:00:00.122603,TRADE,6096.75,2
2024-12-08 23:00:00.128965,TRADE,6096.75,7
2024-12-08 23:00:00.144801,TRADE,6097.0,4
2024-12-08 23:00:00.152404,TRADE,6096.75,1
2024-12-08 23:00:00.153082,TRADE,6097.25,1
2024-12-08 23:00:00.154663,TRADE,6097.25,4
2024-12-08 23:00:00.156546,TRADE,6097.5,2
2024-12-08 23:00:00.157302,TRADE,6097.5,1
2024-12-08 23:00:00.516938,TRADE,6097.5,2
2024-12-08 23:00:00.517373,TRADE,6097.0,1
2024-12-08 23:00:00.688957,TRADE,6097.0,2
2024-12-08 23:00:00.743942,TRADE,6097.0,1
2024-12-08 23:00:00.845421,TRADE,6097.5,1
2024-12-08 23:00:00.861723,TRADE,6097.0,1
2024-12-08 23:00:00.868169,TRADE,6097.0,1
2024-12-08 23:00:00.977106,TRADE,6097.0,1
2024-12-08 23:00:01.026503,TRADE,6097.0,3
2024-12-08 23:00:01.264551,TRADE,6097.25,1
2024-12-08 23:00:01.265779,TRADE,6097.25,1
2024-12-08 23:00:01.267640,TRADE,6097.25,1
2024-12-08 23:00:01.268396,TRADE,6097.0,1
2024-12-08 23:00:01.282975,TRADE,6097.25,1
2024-12-08 23:00:01.309675,TRADE,6097.25,2
2024-12-08 23:00:01.490541,TRADE,6097.0,1
2024-12-08 23:00:01.497418,TRADE,6097.0,3
2024-12-08 23:00:01.498295,TRADE,6097.0,2
2024-12-08 23:00:01.562004,TRADE,6097.5,1
2024-12-08 23:00:01.764460,TRADE,6096.75,1
2024-12-08 23:00:01.903802,TRADE,6096.75,5
2024-12-08 23:00:01.904752,TRADE,6096.75,1
2024-12-08 23:00:01.981513,TRADE,6097.0,2
2024-12-08 23:00:01.982106,TRADE,6096.75,4
2024-12-08 23:00:02.195734,TRADE,6097.25,1
2024-12-08 23:00:02.409686,TRADE,6096.75,1
2024-12-08 23:00:02.438537,TRADE,6096.75,1
2024-12-08 23:00:02.444916,TRADE,6096.75,8
2024-12-08 23:00:02.637102,TRADE,6096.5,4
2024-12-08 23:00:02.638562,TRADE,6096.75,1
2024-12-08 23:00:02.929127,TRADE,6096.5,2
2024-12-08 23:00:02.929715,TRADE,6096.5,2
2024-12-08 23:00:02.931900,TRADE,6096.75,1
2024-12-08 23:00:02.995591,TRADE,6096.75,1
2024-12-08 23:00:03.228063,TRADE,6097.0,4
2024-12-08 23:00:03.228063,TRADE,6097.25,1
2024-12-08 23:00:03.231977,TRADE,6097.0,2
2024-12-08 23:00:03.237294,TRADE,6096.75,2
2024-12-08 23:00:03.261390,TRADE,6096.75,1
2024-12-08 23:00:03.261390,TRADE,6096.5,1
2024-12-08 23:00:03.359365,TRADE,6097.0,3
2024-12-08 23:00:03.431862,TRADE,6097.0,1
2024-12-08 23:00:03.615538,TRADE,6096.75,5
2024-12-08 23:00:03.615538,TRADE,6096.5,8
2024-12-08 23:00:03.615538,TRADE,6096.25,7
2024-12-08 23:00:03.615538,TRADE,6096.0,5
2024-12-08 23:00:03.617717,TRADE,6096.75,1
2024-12-08 23:00:03.633309,TRADE,6096.5,1
2024-12-08 23:00:03.788370,TRADE,6096.75,2
2024-12-08 23:00:04.014009,TRADE,6097.0,1
2024-12-08 23:00:04.127034,TRADE,6097.0,1
