time,type,price,size
2024-12-01 23:00:00.030894,TRADE,6051.5,94
2024-12-01 23:00:00.042700,TRADE,6052.0,1
2024-12-01 23:00:00.042700,TRADE,6052.25,4
2024-12-01 23:00:00.042722,TRADE,6052.25,2
2024-12-01 23:00:00.042755,TRADE,6052.5,4
2024-12-01 23:00:00.042915,TRADE,6052.5,1
2024-12-01 23:00:00.053594,TRADE,6051.5,2
2024-12-01 23:00:00.053919,TRADE,6051.5,1
2024-12-01 23:00:00.055043,TRADE,6051.5,2
2024-12-01 23:00:00.056346,TRADE,6051.5,1
2024-12-01 23:00:00.056346,TRADE,6051.25,1
2024-12-01 23:00:00.057749,TRADE,6052.25,1
2024-12-01 23:00:00.060896,TRADE,6051.75,1
2024-12-01 23:00:00.062768,TRADE,6051.75,4
2024-12-01 23:00:00.063476,TRADE,6051.5,3
2024-12-01 23:00:00.064008,TRADE,6051.25,1
2024-12-01 23:00:00.064715,TRADE,6052.0,1
2024-12-01 23:00:00.065787,TRADE,6051.75,1
2024-12-01 23:00:00.066824,TRADE,6051.75,1
2024-12-01 23:00:00.069811,TRADE,6051.75,1
2024-12-01 23:00:00.088311,TRADE,6052.0,2
2024-12-01 23:00:00.089511,TRADE,6052.25,2
2024-12-01 23:00:00.103557,TRADE,6051.5,1
2024-12-01 23:00:00.106233,TRADE,6052.0,1
2024-12-01 23:00:00.107090,TRADE,6052.0,1
2024-12-01 23:00:00.107662,TRADE,6052.25,1
2024-12-01 23:00:00.123385,TRADE,6052.25,2
2024-12-01 23:00:00.135450,TRADE,6052.0,1
2024-12-01 23:00:00.148927,TRADE,6052.25,1
2024-12-01 23:00:00.150667,TRADE,6051.5,6
2024-12-01 23:00:00.151817,TRADE,6052.25,2
2024-12-01 23:00:00.151817,TRADE,6052.5,1
2024-12-01 23:00:00.160677,TRADE,6052.0,1
2024-12-01 23:00:00.179340,TRADE,6052.25,1
2024-12-01 23:00:00.187617,TRADE,6052.0,1
2024-12-01 23:00:00.188173,TRADE,6052.0,1
2024-12-01 23:00:00.188785,TRADE,6052.0,1
2024-12-01 23:00:00.189306,TRADE,6052.0,1
2024-12-01 23:00:00.191187,TRADE,6052.5,5
2024-12-01 23:00:00.191187,TRADE,6052.75,1
2024-12-01 23:00:00.191227,TRADE,6052.75,1
2024-12-01 23:00:00.204767,TRADE,6052.5,1
2024-12-01 23:00:00.205389,TRADE,6052.75,2
2024-12-01 23:00:00.206225,TRADE,6052.75,3
2024-12-01 23:00:00.221972,TRADE,6052.75,2
2024-12-01 23:00:00.223736,TRADE,6053.0,8
2024-12-01 23:00:00.225598,TRADE,6053.25,5
2024-12-01 23:00:00.226515,TRADE,6053.25,2
2024-12-01 23:00:00.237223,TRADE,6053.5,4
2024-12-01 23:00:00.238224,TRADE,6053.5,1
2024-12-01 23:00:00.238862,TRADE,6053.5,1
2024-12-01 23:00:00.304324,TRADE,6053.75,1
2024-12-01 23:00:00.304334,TRADE,6053.75,1
2024-12-01 23:00:00.388296,TRADE,6053.5,3
2024-12-01 23:00:00.398346,TRADE,6053.75,2
2024-12-01 23:00:00.404668,TRADE,6054.0,2
2024-12-01 23:00:00.404677,TRADE,6054.25,1
2024-12-01 23:00:00.405615,TRADE,6054.0,7
2024-12-01 23:00:00.406624,TRADE,6054.0,1
2024-12-01 23:00:00.543313,TRADE,6054.0,4
