time,type,price,size
2024-11-01 00:00:00.022102,TRADE,5742.75,2
2024-11-01 00:00:00.036356,TRADE,5743.0,3
2024-11-01 00:00:00.039130,TRADE,5742.75,1
2024-11-01 00:00:00.159631,TRADE,5743.0,1
2024-11-01 00:00:00.287299,TRADE,5742.75,2
2024-11-01 00:00:00.331705,TRADE,5742.75,1
2024-11-01 00:00:00.712546,TRADE,5742.75,9
2024-11-01 00:00:00.922517,TRADE,5742.5,1
2024-11-01 00:00:00.922780,TRADE,5742.5,6
2024-11-01 00:00:01.035079,TRADE,5742.25,2
2024-11-01 00:00:01.035091,TRADE,5742.25,1
2024-11-01 00:00:01.035279,TRADE,5742.25,5
2024-11-01 00:00:01.035340,TRADE,5742.25,2
2024-11-01 00:00:01.035340,TRADE,5742.25,1
2024-11-01 00:00:01.035435,TRADE,5742.25,8
2024-11-01 00:00:01.035625,TRADE,5742.25,4
2024-11-01 00:00:01.035814,TRADE,5742.25,1
2024-11-01 00:00:01.036752,TRADE,5742.0,2
2024-11-01 00:00:01.036765,TRADE,5742.0,1
2024-11-01 00:00:01.036929,TRADE,5742.25,1
2024-11-01 00:00:01.037100,TRADE,5742.0,10
2024-11-01 00:00:01.037457,TRADE,5742.0,1
2024-11-01 00:00:01.037541,TRADE,5742.0,2
2024-11-01 00:00:01.037645,TRADE,5742.0,1
2024-11-01 00:00:01.037775,TRADE,5742.0,2
2024-11-01 00:00:01.037996,TRADE,5742.0,1
2024-11-01 00:00:01.038034,TRADE,5742.0,1
2024-11-01 00:00:01.038121,TRADE,5742.0,1
2024-11-01 00:00:01.038473,TRADE,5742.0,1
2024-11-01 00:00:01.043493,TRADE,5742.0,4
2024-11-01 00:00:01.143830,TRADE,5742.0,1
2024-11-01 00:00:01.212138,TRADE,5741.75,5
2024-11-01 00:00:01.212151,TRADE,5741.5,1
2024-11-01 00:00:01.212480,TRADE,5741.75,2
2024-11-01 00:00:01.213349,TRADE,5741.75,1
2024-11-01 00:00:01.213544,TRADE,5741.75,2
2024-11-01 00:00:01.213897,TRADE,5741.75,1
2024-11-01 00:00:01.273316,TRADE,5742.0,1
2024-11-01 00:00:01.421485,TRADE,5741.75,1
2024-11-01 00:00:01.421841,TRADE,5741.75,1
2024-11-01 00:00:01.480791,TRADE,5741.5,11
2024-11-01 00:00:01.481699,TRADE,5741.5,2
2024-11-01 00:00:01.481742,TRADE,5741.5,1
2024-11-01 00:00:01.481786,TRADE,5741.5,2
2024-11-01 00:00:01.481823,TRADE,5741.5,1
2024-11-01 00:00:01.485104,TRADE,5741.5,2
2024-11-01 00:00:01.487893,TRADE,5741.5,1
2024-11-01 00:00:01.488104,TRADE,5741.5,3
2024-11-01 00:00:01.555484,TRADE,5741.25,1
2024-11-01 00:00:01.555498,TRADE,5741.25,2
2024-11-01 00:00:01.804371,TRADE,5741.5,2
2024-11-01 00:00:01.804673,TRADE,5741.5,1
2024-11-01 00:00:01.837647,TRADE,5741.5,1
2024-11-01 00:00:02.071532,TRADE,5741.75,3
2024-11-01 00:00:02.071579,TRADE,5741.75,5
2024-11-01 00:00:02.071809,TRADE,5741.75,1
2024-11-01 00:00:02.071993,TRADE,5741.75,1
2024-11-01 00:00:02.072228,TRADE,5742.0,21
2024-11-01 00:00:02.072318,TRADE,5741.75,1
2024-11-01 00:00:02.073383,TRADE,5742.0,1
2024-11-01 00:00:02.073541,TRADE,5742.0,2
2024-11-01 00:00:02.073649,TRADE,5742.0,1
2024-11-01 00:00:02.073649,TRADE,5741.75,5
2024-11-01 00:00:02.348799,TRADE,5741.75,1
2024-11-01 00:00:02.425614,TRADE,5741.75,2
2024-11-01 00:00:02.425885,TRADE,5741.75,6
2024-11-01 00:00:02.446477,TRADE,5741.5,2
2024-11-01 00:00:02.450788,TRADE,5741.5,2
2024-11-01 00:00:02.451315,TRADE,5741.5,4
2024-11-01 00:00:02.451863,TRADE,5741.25,1
2024-11-01 00:00:02.452770,TRADE,5741.25,1
2024-11-01 00:00:02.454881,TRADE,5741.25,1
2024-11-01 00:00:02.684028,TRADE,5741.25,1
2024-11-01 00:00:02.873828,TRADE,5741.5,1
2024-11-01 00:00:03.134494,TRADE,5741.5,1
2024-11-01 00:00:03.134684,TRADE,5741.5,1
2024-11-01 00:00:03.134727,TRADE,5741.5,1
2024-11-01 00:00:03.134814,TRADE,5741.5,9
2024-11-01 00:00:03.134884,TRADE,5741.25,6
2024-11-01 00:00:03.135270,TRADE,5741.5,1
2024-11-01 00:00:03.226703,TRADE,5741.25,2
2024-11-01 00:00:03.226967,TRADE,5741.25,4
2024-11-01 00:00:03.370970,TRADE,5741.0,1
2024-11-01 00:00:03.370982,TRADE,5741.0,1
2024-11-01 00:00:03.405915,TRADE,5741.0,1
2024-11-01 00:00:03.420126,TRADE,5741.0,1
2024-11-01 00:00:03.420446,TRADE,5741.0,9
2024-11-01 00:00:03.421059,TRADE,5741.0,5
2024-11-01 00:00:03.821913,TRADE,5741.0,1
2024-11-01 00:00:03.866727,TRADE,5741.0,1
2024-11-01 00:00:04.044795,TRADE,5740.75,7
2024-11-01 00:00:04.045016,TRADE,5740.75,1
2024-11-01 00:00:04.045058,TRADE,5740.75,2
2024-11-01 00:00:04.045359,TRADE,5740.75,8
2024-11-01 00:00:04.045806,TRADE,5740.75,1
2024-11-01 00:00:04.145917,TRADE,5740.75,1
2024-11-01 00:00:04.390722,TRADE,5741.0,1
2024-11-01 00:00:04.428249,TRADE,5741.0,2
2024-11-01 00:00:04.570640,TRADE,5741.25,1
2024-11-01 00:00:04.570966,TRADE,5741.25,1
2024-11-01 00:00:04.706761,TRADE,5741.5,1
2024-11-01 00:00:04.831711,TRADE,5741.5,1
2024-11-01 00:00:04.957559,TRADE,5741.25,1
2024-11-01 00:00:04.961347,TRADE,5741.25,1
2024-11-01 00:00:04.999386,TRADE,5741.25,1
2024-11-01 00:00:05.038070,TRADE,5741.25,1
2024-11-01 00:00:05.138103,TRADE,5741.25,1
2024-11-01 00:00:05.138144,TRADE,5741.25,1
2024-11-01 00:00:05.319207,TRADE,5741.0,1
2024-11-01 00:00:05.454909,TRADE,5741.0,1
2024-11-01 00:00:05.456359,TRADE,5741.0,7
2024-11-01 00:00:05.457029,TRADE,5741.0,1
2024-11-01 00:00:05.568508,TRADE,5741.0,1
2024-11-01 00:00:06.218014,TRADE,5741.0,1
2024-11-01 00:00:06.295865,TRADE,5741.0,1
2024-11-01 00:00:06.296047,TRADE,5741.0,2
2024-11-01 00:00:06.296235,TRADE,5741.0,1
2024-11-01 00:00:07.007875,TRADE,5740.75,3
2024-11-01 00:00:07.007926,TRADE,5740.75,2
2024-11-01 00:00:07.294267,TRADE,5740.5,5
2024-11-01 00:00:07.294280,TRADE,5740.5,3
2024-11-01 00:00:07.739542,TRADE,5740.75,2
2024-11-01 00:00:07.739575,TRADE,5740.75,1
2024-11-01 00:00:07.739755,TRADE,5740.75,4
2024-11-01 00:00:07.739842,TRADE,5740.75,2
2024-11-01 00:00:07.739842,TRADE,5740.75,1
2024-11-01 00:00:07.739911,TRADE,5740.75,2
2024-11-01 00:00:07.740007,TRADE,5740.75,1
2024-11-01 00:00:07.740146,TRADE,5740.75,1
2024-11-01 00:00:07.941495,TRADE,5741.0,2
2024-11-01 00:00:07.941548,TRADE,5741.0,3
2024-11-01 00:00:07.941548,TRADE,5741.0,1
2024-11-01 00:00:07.941740,TRADE,5741.0,1
2024-11-01 00:00:07.942068,TRADE,5741.0,1
2024-11-01 00:00:07.962153,TRADE,5741.0,2
